id_upload,path,nama_modul,file_type,nama_file_asli,id_profile,id,str_key,str_subkey
6df81b2b19ec716475f98200a20456ba,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/audit_logs.html,perizinan,.html,audit_logs.html,9469391318,1,1,1
0567c0cb89888b49aa639f29afe7ef4e,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/enterprises.html,perizinan,.html,enterprises.html,7184675955,1,1,1
6844c578b86640c7fe36250f5efe6f2c,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/financal_accees_types.html,perizinan,.html,financal_accees_types.html,9192984388,1,1,1
e94dcbfa7e4db989ac80e86f3cfb9eda,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/market_access_types.html,perizinan,.html,market_access_types.html,4902764254,1,1,1
ac8545f7f50184f0900e8d3e7170b20f,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/media.html,perizinan,.html,media.html,9148306790,1,1,1
0a3a160c355039857987f52cfa18dc22,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/migrations.html,perizinan,.html,migrations.html,4412809344,1,1,1
bee8c860b5b9b2757fd3489b7b0886c5,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/password_resets.html,perizinan,.html,password_resets.html,2686510723,1,1,1
aa47232cf4b35036e9295f45dc560284,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/permissions.html,perizinan,.html,permissions.html,9684799514,1,1,1
f482de52c970c4b7316367faaa57f1ac,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/permission_role.html,perizinan,.html,permission_role.html,4385319967,1,1,1
d3383526a800cf691ac4fb2c5306900f,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/personal_access_tokens.html,perizinan,.html,personal_access_tokens.html,2570967692,1,1,1
abcac825ac3c53bc1d38ebebe789282d,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/projects.html,perizinan,.html,projects.html,9912049847,1,1,1
0c4a23aa3d07c7d482d00fbcedc7396d,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/project_statuses.html,perizinan,.html,project_statuses.html,9670397556,1,1,1
342ad8c8c18c06e06185ef8ca048eed4,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/project_user.html,perizinan,.html,project_user.html,8300131728,1,1,1
563c635e0c0ee7a4bc5c29faa83f3276,bo.bo.eci2.msvc.app_2023-12-05_04-12-16/servers/bo.bo.eci2.msvc.app/databases/bo/tables/roles.html,perizinan,.html,roles.html,7643855384,1,1,1
